@relation corpus_final

@attribute corpus string
@attribute TLD {China,Germany,India,Japan,Pakistan}

@data
' Rain totaling about 800 millimeters is forecast during the flooding season this year compared with an average 684 millimeters in previous years. More thunderstorms and gales are also expected a bureau forecaster told the city s annual flood prevention meeting. ',China
' The city will enter and finish the plum rain season late this year which will also be longer than previous years the forecaster said. Normally the city enters the plum rain season on June 17 and the season finishes on July 10. ',China
' Shanghai has a high risk this year of encountering disastrous weather like typhoons and strong rainstorms during the flood season said Bai Tinghui director of Shanghai Water Authority. ',China
' Bai added the situation this year was not optimistic    with more rainfall hot days bad weather and stronger typhoons set to impact the city. ',China
' Moreover rainstorms are considered very likely to hit Taihu Lake stream on the upstream of Huangpu River in turn increasing flood risks to the city according to the weather bureau. ',China
' To try to ensure safety the flood prevention authority has finished two rounds of inspections on local levees and mapped 97 places across the city with high risk of being flooded during the coming season according to Bai who also serves as the chief commander of the Shanghai Flood Control Headquarters. ',China
' There are still 135 kilometers of levees that are leaked or damaged Bai said. The flood prevention capability of the west part of the city remains weak. ',China
' Officials must take personal responsibility for any damage or casualty caused by flooding Bai added. ',China
' The city has about 120 major construction projects underway that posed challenges to flood prevention Bai said. ',China
' Society ',China
' More urban Chinese smokers quit  report ',China
' More smokers in Chinese cities are quitting the habit compared to a decade ago thanks to regional tobacco control regulations and improved public awareness according to a report released on World No Tobacco Day on Wednesday. ',China
' The quitting rate    which measures the percentage of participants who quit smoking during the survey period    rose from 6 percent in 2006 to 9.2 percent in 2015 Liang Xiaofeng deputy director of the Chinese Center for Disease Control and Prevention  China CDC  said at a press conference in Shanghai. ',China
' Although the percentage has increased it is far lower than in other countries he said. ',China
' The report was based on five surveys performed from 2006 to 2015 in both urban and rural areas including the cities of Beijing Shanghai and Kunming as well as rural areas of Yichun in Heilongjiang Province and Tongren in Guizhou Province. ',China
' Around 800 smokers and 200 non smokers in each area participated in each survey organized by China CDC in cooperation with the International Tobacco Control  ITC  Policy Evaluation Project. ',China
' The ITC project is an international research program to evaluate key policies of the WHO Framework Convention on Tobacco Control  FCTC . It is conducting surveys in at least 28 countries covering more than 50 percent of the world s population. ',China
' The surveys in China found people in rural areas lacked knowledge about tobacco s harmful effects to human health apart from lung cancer. ',China
' The latest survey from 2013 to 2015 showed only 53 percent of rural participants knew smoking may lead to heart disease 12 percentage points lower than in urban areas. ',China
' Only 35 percent of people in rural areas knew smoking could cause stroke 5 percentage points lower than in urban areas according to the report. ',China
' The results show tobacco control publicity is badly needed to improve public awareness in the countryside said Liang. ',China
' There are over 300 million smokers and 740 million people exposed to second hand smoke in China. Over 1 million people die of tobacco use every year with another 100000 deaths caused by second hand smoke exposure figures show. ',China
' China has set a target to reduce the smoking rate among people aged 15 and older to 20 percent by 2030 from the current 27.7 percent according to the Healthy China 2030 blueprint issued by the central authorities last October. ',China
' Since China ratified the WHO FCTC in 2005 the country has made a number of tobacco control efforts including banning tobacco advertisements increasing tobacco taxes and putting forward regional smoking bans. ',China
' As of 2016 18 cities including Beijing Shanghai and Shenzhen had implemented regional smoking bans and a draft of national tobacco control regulations in public areas is currently being reviewed according to Song Shuli from the National Health and Family Planning Commission. ',China
' The local bans which have covered one tenth of our country s total population have provided reference for national legislation on tobacco control said Song. ',China
' Society ',China
' The plum rain season starts in some style ',China
' 1 ',China
' 2017 06 20 08 58Shanghai Daily Editor  Huang Mingrui ECNS App Download ',China
' Umbrellas come in handy for pedestrians on downtown Nanjing Road in Shanghai yesterday as the annual plum rain season started with as expected a downpour. The plum rain season featuring damp muggy and raining weather usually starts in mid June and runs to early July in the middle and lower reaches of the Yangtze River. The season coincides with the time plums ripen in the region.  Jiang Xiaowei  ',China
